Year,SERIES,តំបន់យោង,ភេទ,អាយុ,កំរិតនគរូបនីយកម្ម,ប្រាក់ចំណូលឬទ្រព្យសម្បត្តិមានចំនួនច្រើន,UNIT_MEASURE,GeoCode,Value
2021,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ស្វាយរៀង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH20,17.9
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,តាកែវ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH21,42.1
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,តាកែវ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH21,38.5
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,តាកែវ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH21,41.3
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,តាកែវ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH21,30.7
2021,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,តាកែវ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH21,25.9
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ខេត្តបាត់ដំបងនិងប៉ៃលិន,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_AGG_KH02_KH24,36.3
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ខេត្តបាត់ដំបងនិងប៉ៃលិន,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_AGG_KH02_KH24,36.2
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ខេត្តបាត់ដំបងនិងប៉ៃលិន,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_AGG_KH02_KH24,26.5
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ខេត្តបាត់ដំបងនិងប៉ៃលិន,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_AGG_KH02_KH24,24.9
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពតព្រះសីហនុនិងកែប,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_AGG_KH07_KH18_KH23,43.4
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ខេត្តក្រចេះព្រះវិហារនិងស្ទឹងត្រែង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_AGG_KH10_KH13_KH19,51.0
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,មណ្ឌលគីរីនិងរតនគិរី,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_AGG_KH11_KH16,55.0
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,មណ្ឌលគីរីនិងរតនគិរី,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_AGG_KH11_KH16,54.0
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,មណ្ឌលគីរីនិងរតនគិរី,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_AGG_KH11_KH16,54.9
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,មណ្ឌលគីរីនិងរតនគិរី,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_AGG_KH11_KH16,39.8
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ឧត្តរមានជ័យនិងសៀមរាប,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_AGG_KH22_KH17,50.7
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពតនិងកែប,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_AGG_KH07_KH23,28.2
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពតនិងកែប,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_AGG_KH07_KH23,43.4
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពតនិងកែប,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_AGG_KH07_KH23,25.2
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កោះកុងនិងព្រះសីហនុ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_KH09_KH18,36.8
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កោះកុងនិងព្រះសីហនុ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_KH09_KH18,41.8
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កោះកុងនិងព្រះសីហនុ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_KH09_KH18,33.4
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ព្រះវិហារនិងស្ទឹងត្រែង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_AGG_KH13_KH19,42.0
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ព្រះវិហារនិងស្ទឹងត្រែង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_AGG_KH13_KH19,56.4
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ព្រះវិហារនិងស្ទឹងត្រែង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH_AGG_KH13_KH19,44.3
2021,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,មណ្ឌលគីរី,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH11,29.4
2021,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,បាត់ដំបង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH02,17.6
2021,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,រតនគិរី,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH16,39.1
2021,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ប៉ៃលិន,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH24,22.6
2021,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ត្បូងឃ្មុំ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH25,24.1
2021,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ស្ទឹងត្រែង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH19,29.1
2021,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កែប,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH23,27.7
2021,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ព្រះវិហារ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH13,26.3
2021,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ព្រះសីហនុ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH18,24.2
2021,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពត,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,KH07,28.4
