Year,SERIES,តំបន់យោង,ភេទ,កំរិតនគរូបនីយកម្ម,UNIT_MEASURE,GeoCode,Value
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,ប្រុស,,ភាគរយ,KH03,36.2
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,ប្រុស,,ភាគរយ,KH03,40.8
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,ប្រុស,,ភាគរយ,KH03,38.5
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,ប្រុស,,ភាគរយ,KH03,40.5
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,ប្រុស,,ភាគរយ,KH03,41.1
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,ប្រុស,,ភាគរយ,KH03,42.5
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,ប្រុស,,ភាគរយ,KH03,40.4
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,,,ភាគរយ,KH03,40.5
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,,,ភាគរយ,KH03,36.6
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,,,ភាគរយ,KH03,37.4
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,,,ភាគរយ,KH03,36.5
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,,,ភាគរយ,KH03,37.9
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,,,ភាគរយ,KH03,43.8
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,,,ភាគរយ,KH03,41.9
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,,,ភាគរយ,KH03,45.8
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,,,ភាគរយ,KH03,47.5
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,,,ភាគរយ,KH03,49.5
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ចាម,,,ភាគរយ,KH03,47.9
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,51.3
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,52.8
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,41.3
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,40.7
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,41.6
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,45.8
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,47.7
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,53.7
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,57.5
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,57.1
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,54.5
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,51.6
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,49.2
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,40.1
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,36.6
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,36.0
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,37.7
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,40.1
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,41.1
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,44.4
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,41.2
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,41.0
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,51.5
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,51.0
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,40.7
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,38.6
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,38.8
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,41.6
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,43.8
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,47.2
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,50.7
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,48.9
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,47.5
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,38.0
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,34.7
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,30.5
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,30.0
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,32.7
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,35.7
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,37.5
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,44.6
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,49.7
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,47.2
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,46.1
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,46.5
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,47.1
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,40.3
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,36.4
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,37.0
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,39.1
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,37.8
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,39.4
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,42.9
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,40.5
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,37.5
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,,,ភាគរយ,KH05,42.4
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,,,ភាគរយ,KH05,40.9
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,,,ភាគរយ,KH05,35.6
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,,,ភាគរយ,KH05,33.3
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,,,ភាគរយ,KH05,34.9
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,,,ភាគរយ,KH05,37.5
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,,,ភាគរយ,KH05,37.7
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,,,ភាគរយ,KH05,41.9
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,,,ភាគរយ,KH05,46.2
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,,,ភាគរយ,KH05,43.7
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ស្ពឺ,,,ភាគរយ,KH05,41.6
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,43.0
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,39.2
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,39.1
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,36.2
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,39.0
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,38.9
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,38.1
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,45.3
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,48.5
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,52.6
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,50.7
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,40.6
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,45.3
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,35.8
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,33.6
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,31.8
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,31.7
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,30.5
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,34.7
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,36.6
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,38.8
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,38.4
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,,,ភាគរយ,KH06,41.8
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,,,ភាគរយ,KH06,42.1
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,,,ភាគរយ,KH06,37.4
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,,,ភាគរយ,KH06,34.9
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,,,ភាគរយ,KH06,35.2
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,,,ភាគរយ,KH06,35.2
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,,,ភាគរយ,KH06,34.2
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,,,ភាគរយ,KH06,39.8
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,,,ភាគរយ,KH06,42.3
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,,,ភាគរយ,KH06,45.4
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពង់ធំ,,,ភាគរយ,KH06,44.3
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ស្រី,,ភាគរយ,KH07,54.5
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ស្រី,,ភាគរយ,KH07,51.8
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ស្រី,,ភាគរយ,KH07,48.6
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ស្រី,,ភាគរយ,KH07,43.8
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ស្រី,,ភាគរយ,KH07,44.4
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ស្រី,,ភាគរយ,KH07,47.7
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ស្រី,,ភាគរយ,KH07,46.9
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ស្រី,,ភាគរយ,KH07,52.5
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ស្រី,,ភាគរយ,KH07,55.3
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ស្រី,,ភាគរយ,KH07,53.5
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ស្រី,,ភាគរយ,KH07,51.2
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ប្រុស,,ភាគរយ,KH07,56.3
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ប្រុស,,ភាគរយ,KH07,16.9
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ប្រុស,,ភាគរយ,KH07,48.0
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ប្រុស,,ភាគរយ,KH07,45.8
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ប្រុស,,ភាគរយ,KH07,42.9
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ប្រុស,,ភាគរយ,KH07,45.7
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ប្រុស,,ភាគរយ,KH07,44.9
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ប្រុស,,ភាគរយ,KH07,48.4
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ប្រុស,,ភាគរយ,KH07,48.1
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ប្រុស,,ភាគរយ,KH07,44.7
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,ប្រុស,,ភាគរយ,KH07,40.8
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,,,ភាគរយ,KH07,55.4
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,,,ភាគរយ,KH07,24.6
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,,,ភាគរយ,KH07,48.3
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,,,ភាគរយ,KH07,44.8
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,,,ភាគរយ,KH07,43.6
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,,,ភាគរយ,KH07,46.7
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,,,ភាគរយ,KH07,45.8
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,,,ភាគរយ,KH07,50.4
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,,,ភាគរយ,KH07,51.6
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,,,ភាគរយ,KH07,48.9
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កំពត,,,ភាគរយ,KH07,45.8
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កណ្តាល,ស្រី,,ភាគរយ,KH08,55.6
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កណ្តាល,ស្រី,,ភាគរយ,KH08,58.1
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កណ្តាល,ស្រី,,ភាគរយ,KH08,50.0
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កណ្តាល,ស្រី,,ភាគរយ,KH08,46.8
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កណ្តាល,ស្រី,,ភាគរយ,KH08,45.6
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កណ្តាល,ស្រី,,ភាគរយ,KH08,46.1
