Year,SERIES,តំបន់យោង,ភេទ,កំរិតនគរូបនីយកម្ម,UNIT_MEASURE,GeoCode,Value
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បន្ទាយមានជ័យ,,,ភាគរយ,KH01,75.8
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,85.6
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,73.5
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,85.4
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,82.1
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,86.4
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,82.1
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,80.2
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,79.3
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,81.0
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,84.8
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ស្រី,,ភាគរយ,KH02,85.9
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,81.3
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,76.9
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,80.8
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,90.7
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,80.2
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,77.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,73.7
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,71.6
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,74.0
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,77.3
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,ប្រុស,,ភាគរយ,KH02,79.2
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,,,ភាគរយ,KH02,83.4
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,,,ភាគរយ,KH02,75.2
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,,,ភាគរយ,KH02,83.0
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,,,ភាគរយ,KH02,86.5
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,,,ភាគរយ,KH02,83.2
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,,,ភាគរយ,KH02,79.7
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,,,ភាគរយ,KH02,76.8
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,,,ភាគរយ,KH02,75.3
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,,,ភាគរយ,KH02,77.4
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,,,ភាគរយ,KH02,80.9
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,បាត់ដំបង,,,ភាគរយ,KH02,82.4
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ស្រី,,ភាគរយ,KH03,82.2
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ស្រី,,ភាគរយ,KH03,84.0
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ស្រី,,ភាគរយ,KH03,91.6
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ស្រី,,ភាគរយ,KH03,88.1
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ស្រី,,ភាគរយ,KH03,94.4
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ស្រី,,ភាគរយ,KH03,92.1
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ស្រី,,ភាគរយ,KH03,87.8
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ស្រី,,ភាគរយ,KH03,88.8
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ស្រី,,ភាគរយ,KH03,88.1
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ស្រី,,ភាគរយ,KH03,91.4
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ស្រី,,ភាគរយ,KH03,91.9
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ប្រុស,,ភាគរយ,KH03,81.5
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ប្រុស,,ភាគរយ,KH03,77.9
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ប្រុស,,ភាគរយ,KH03,91.9
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ប្រុស,,ភាគរយ,KH03,97.3
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ប្រុស,,ភាគរយ,KH03,92.4
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ប្រុស,,ភាគរយ,KH03,86.8
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ប្រុស,,ភាគរយ,KH03,80.9
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ប្រុស,,ភាគរយ,KH03,79.4
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ប្រុស,,ភាគរយ,KH03,81.2
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ប្រុស,,ភាគរយ,KH03,82.8
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,ប្រុស,,ភាគរយ,KH03,83.1
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,,,ភាគរយ,KH03,81.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,,,ភាគរយ,KH03,80.9
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,,,ភាគរយ,KH03,91.8
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,,,ភាគរយ,KH03,92.8
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,,,ភាគរយ,KH03,93.4
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,,,ភាគរយ,KH03,89.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,,,ភាគរយ,KH03,84.2
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,,,ភាគរយ,KH03,84.0
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,,,ភាគរយ,KH03,84.6
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,,,ភាគរយ,KH03,87.0
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ចាម,,,ភាគរយ,KH03,87.4
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,88.0
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,97.9
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,89.9
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,88.9
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,91.4
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,90.2
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,87.7
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,84.5
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,85.3
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,87.7
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ស្រី,,ភាគរយ,KH04,87.8
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,82.2
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,94.4
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,85.0
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,94.9
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,84.1
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,84.1
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,77.9
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,79.0
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,76.8
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,78.0
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,ប្រុស,,ភាគរយ,KH04,79.2
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,85.1
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,96.1
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,87.4
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,92.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,87.7
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,87.1
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,82.7
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,81.7
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,80.9
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,82.8
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ឆ្នាំង,,,ភាគរយ,KH04,83.4
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,86.4
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,94.8
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,88.3
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,88.6
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,94.4
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,88.6
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,82.6
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,83.4
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,78.4
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,86.4
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ស្រី,,ភាគរយ,KH05,87.3
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,84.5
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,103.5
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,92.2
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,96.6
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,94.0
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,88.2
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,79.3
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,77.0
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,78.6
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,80.3
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,ប្រុស,,ភាគរយ,KH05,80.7
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,,,ភាគរយ,KH05,85.5
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,,,ភាគរយ,KH05,99.1
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,,,ភាគរយ,KH05,90.2
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,,,ភាគរយ,KH05,92.7
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,,,ភាគរយ,KH05,94.2
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,,,ភាគរយ,KH05,88.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,,,ភាគរយ,KH05,80.9
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,,,ភាគរយ,KH05,80.2
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,,,ភាគរយ,KH05,78.5
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,,,ភាគរយ,KH05,83.3
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ស្ពឺ,,,ភាគរយ,KH05,84.0
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,79.3
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,83.4
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,86.4
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,82.7
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,87.2
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,83.1
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,83.4
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,84.1
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,87.1
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,84.7
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ស្រី,,ភាគរយ,KH06,85.8
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,74.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,76.0
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,82.0
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,90.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,81.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,74.9
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,69.8
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,73.3
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,70.8
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,75.8
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,ប្រុស,,ភាគរយ,KH06,73.9
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,,,ភាគរយ,KH06,77.0
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,,,ភាគរយ,KH06,79.6
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,,,ភាគរយ,KH06,84.2
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,,,ភាគរយ,KH06,86.4
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,,,ភាគរយ,KH06,84.2
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,,,ភាគរយ,KH06,79.0
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,,,ភាគរយ,KH06,76.4
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,,,ភាគរយ,KH06,78.6
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,,,ភាគរយ,KH06,78.8
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,,,ភាគរយ,KH06,80.1
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពង់ធំ,,,ភាគរយ,KH06,79.7
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ស្រី,,ភាគរយ,KH07,84.4
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ស្រី,,ភាគរយ,KH07,87.7
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ស្រី,,ភាគរយ,KH07,90.8
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ស្រី,,ភាគរយ,KH07,89.4
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ស្រី,,ភាគរយ,KH07,92.8
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ស្រី,,ភាគរយ,KH07,91.0
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ស្រី,,ភាគរយ,KH07,85.9
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ស្រី,,ភាគរយ,KH07,84.3
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ស្រី,,ភាគរយ,KH07,77.5
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ស្រី,,ភាគរយ,KH07,80.4
