Year,SERIES,REF_AREA,SEX,URBANISATION,UNIT_MEASURE,GeoCode,Value
2009,N_KH_04010101_01,KH09,M,,PT,KH09,97.9
2010,N_KH_04010101_01,KH09,M,,PT,KH09,74.1
2011,N_KH_04010101_01,KH09,M,,PT,KH09,77.5
2012,N_KH_04010101_01,KH09,M,,PT,KH09,75.3
2013,N_KH_04010101_01,KH09,M,,PT,KH09,79.2
2014,N_KH_04010101_01,KH09,M,,PT,KH09,68.0
2015,N_KH_04010101_01,KH09,M,,PT,KH09,57.0
2016,N_KH_04010101_01,KH09,M,,PT,KH09,55.3
2017,N_KH_04010101_01,KH09,M,,PT,KH09,56.0
2018,N_KH_04010101_01,KH09,M,,PT,KH09,63.2
2019,N_KH_04010101_01,KH09,M,,PT,KH09,54.6
2009,N_KH_04010101_01,KH09,,,PT,KH09,76.8
2010,N_KH_04010101_01,KH09,,,PT,KH09,80.8
2011,N_KH_04010101_01,KH09,,,PT,KH09,78.0
2012,N_KH_04010101_01,KH09,,,PT,KH09,75.0
2013,N_KH_04010101_01,KH09,,,PT,KH09,75.2
2014,N_KH_04010101_01,KH09,,,PT,KH09,68.4
2015,N_KH_04010101_01,KH09,,,PT,KH09,60.9
2016,N_KH_04010101_01,KH09,,,PT,KH09,58.5
2017,N_KH_04010101_01,KH09,,,PT,KH09,59.6
2018,N_KH_04010101_01,KH09,,,PT,KH09,64.7
2019,N_KH_04010101_01,KH09,,,PT,KH09,61.4
2009,N_KH_04010101_01,KH10,F,,PT,KH10,72.6
2010,N_KH_04010101_01,KH10,F,,PT,KH10,72.9
2011,N_KH_04010101_01,KH10,F,,PT,KH10,70.5
2012,N_KH_04010101_01,KH10,F,,PT,KH10,67.0
2013,N_KH_04010101_01,KH10,F,,PT,KH10,75.3
2014,N_KH_04010101_01,KH10,F,,PT,KH10,77.3
2015,N_KH_04010101_01,KH10,F,,PT,KH10,76.9
2016,N_KH_04010101_01,KH10,F,,PT,KH10,77.8
2017,N_KH_04010101_01,KH10,F,,PT,KH10,75.9
2018,N_KH_04010101_01,KH10,F,,PT,KH10,78.2
2019,N_KH_04010101_01,KH10,F,,PT,KH10,82.2
2009,N_KH_04010101_01,KH10,M,,PT,KH10,71.4
2010,N_KH_04010101_01,KH10,M,,PT,KH10,75.3
2011,N_KH_04010101_01,KH10,M,,PT,KH10,68.4
2012,N_KH_04010101_01,KH10,M,,PT,KH10,77.9
2013,N_KH_04010101_01,KH10,M,,PT,KH10,71.3
2014,N_KH_04010101_01,KH10,M,,PT,KH10,70.3
2015,N_KH_04010101_01,KH10,M,,PT,KH10,69.6
2016,N_KH_04010101_01,KH10,M,,PT,KH10,67.3
2017,N_KH_04010101_01,KH10,M,,PT,KH10,68.4
2018,N_KH_04010101_01,KH10,M,,PT,KH10,72.0
2019,N_KH_04010101_01,KH10,M,,PT,KH10,73.8
2009,N_KH_04010101_01,KH10,,,PT,KH10,72.0
2010,N_KH_04010101_01,KH10,,,PT,KH10,74.2
2011,N_KH_04010101_01,KH10,,,PT,KH10,69.5
2012,N_KH_04010101_01,KH10,,,PT,KH10,72.5
2013,N_KH_04010101_01,KH10,,,PT,KH10,73.3
2014,N_KH_04010101_01,KH10,,,PT,KH10,73.8
2015,N_KH_04010101_01,KH10,,,PT,KH10,73.2
2016,N_KH_04010101_01,KH10,,,PT,KH10,72.5
2017,N_KH_04010101_01,KH10,,,PT,KH10,72.1
2018,N_KH_04010101_01,KH10,,,PT,KH10,75.0
2019,N_KH_04010101_01,KH10,,,PT,KH10,78.0
2009,N_KH_04010101_01,KH11,F,,PT,KH11,50.9
2010,N_KH_04010101_01,KH11,F,,PT,KH11,73.7
2011,N_KH_04010101_01,KH11,F,,PT,KH11,76.6
2012,N_KH_04010101_01,KH11,F,,PT,KH11,54.4
2013,N_KH_04010101_01,KH11,F,,PT,KH11,79.0
2014,N_KH_04010101_01,KH11,F,,PT,KH11,68.4
2015,N_KH_04010101_01,KH11,F,,PT,KH11,73.6
2016,N_KH_04010101_01,KH11,F,,PT,KH11,74.7
2017,N_KH_04010101_01,KH11,F,,PT,KH11,74.7
2018,N_KH_04010101_01,KH11,F,,PT,KH11,78.9
2019,N_KH_04010101_01,KH11,F,,PT,KH11,79.5
2009,N_KH_04010101_01,KH11,M,,PT,KH11,57.1
2010,N_KH_04010101_01,KH11,M,,PT,KH11,73.6
2011,N_KH_04010101_01,KH11,M,,PT,KH11,70.3
2012,N_KH_04010101_01,KH11,M,,PT,KH11,59.5
2013,N_KH_04010101_01,KH11,M,,PT,KH11,70.8
2014,N_KH_04010101_01,KH11,M,,PT,KH11,64.4
2015,N_KH_04010101_01,KH11,M,,PT,KH11,64.7
2016,N_KH_04010101_01,KH11,M,,PT,KH11,65.8
2017,N_KH_04010101_01,KH11,M,,PT,KH11,67.6
2018,N_KH_04010101_01,KH11,M,,PT,KH11,67.4
2019,N_KH_04010101_01,KH11,M,,PT,KH11,69.3
2009,N_KH_04010101_01,KH11,,,PT,KH11,54.0
2010,N_KH_04010101_01,KH11,,,PT,KH11,73.6
2011,N_KH_04010101_01,KH11,,,PT,KH11,73.4
2012,N_KH_04010101_01,KH11,,,PT,KH11,57.0
2013,N_KH_04010101_01,KH11,,,PT,KH11,74.9
2014,N_KH_04010101_01,KH11,,,PT,KH11,66.4
2015,N_KH_04010101_01,KH11,,,PT,KH11,69.1
2016,N_KH_04010101_01,KH11,,,PT,KH11,70.2
2017,N_KH_04010101_01,KH11,,,PT,KH11,71.1
2018,N_KH_04010101_01,KH11,,,PT,KH11,73.1
2019,N_KH_04010101_01,KH11,,,PT,KH11,74.3
2009,N_KH_04010101_01,KH22,F,,PT,KH22,73.9
2010,N_KH_04010101_01,KH22,F,,PT,KH22,74.5
2011,N_KH_04010101_01,KH22,F,,PT,KH22,78.6
2012,N_KH_04010101_01,KH22,F,,PT,KH22,77.4
2013,N_KH_04010101_01,KH22,F,,PT,KH22,83.1
2014,N_KH_04010101_01,KH22,F,,PT,KH22,77.6
2015,N_KH_04010101_01,KH22,F,,PT,KH22,72.9
2016,N_KH_04010101_01,KH22,F,,PT,KH22,70.5
2017,N_KH_04010101_01,KH22,F,,PT,KH22,70.9
2018,N_KH_04010101_01,KH22,F,,PT,KH22,76.5
2019,N_KH_04010101_01,KH22,F,,PT,KH22,72.9
2009,N_KH_04010101_01,KH22,M,,PT,KH22,77.8
2010,N_KH_04010101_01,KH22,M,,PT,KH22,85.6
2011,N_KH_04010101_01,KH22,M,,PT,KH22,74.9
2012,N_KH_04010101_01,KH22,M,,PT,KH22,83.0
2013,N_KH_04010101_01,KH22,M,,PT,KH22,78.5
2014,N_KH_04010101_01,KH22,M,,PT,KH22,70.4
2015,N_KH_04010101_01,KH22,M,,PT,KH22,65.5
2016,N_KH_04010101_01,KH22,M,,PT,KH22,66.3
2017,N_KH_04010101_01,KH22,M,,PT,KH22,64.8
2018,N_KH_04010101_01,KH22,M,,PT,KH22,65.1
2019,N_KH_04010101_01,KH22,M,,PT,KH22,63.9
2009,N_KH_04010101_01,KH22,,,PT,KH22,75.9
2010,N_KH_04010101_01,KH22,,,PT,KH22,79.7
2011,N_KH_04010101_01,KH22,,,PT,KH22,76.7
2012,N_KH_04010101_01,KH22,,,PT,KH22,80.3
2013,N_KH_04010101_01,KH22,,,PT,KH22,80.7
2014,N_KH_04010101_01,KH22,,,PT,KH22,73.9
2015,N_KH_04010101_01,KH22,,,PT,KH22,69.0
2016,N_KH_04010101_01,KH22,,,PT,KH22,68.3
2017,N_KH_04010101_01,KH22,,,PT,KH22,67.7
2018,N_KH_04010101_01,KH22,,,PT,KH22,70.6
2019,N_KH_04010101_01,KH22,,,PT,KH22,68.2
2009,N_KH_04010101_01,KH24,F,,PT,KH24,72.8
2010,N_KH_04010101_01,KH24,F,,PT,KH24,74.6
2011,N_KH_04010101_01,KH24,F,,PT,KH24,63.5
2012,N_KH_04010101_01,KH24,F,,PT,KH24,64.9
2013,N_KH_04010101_01,KH24,F,,PT,KH24,65.3
2014,N_KH_04010101_01,KH24,F,,PT,KH24,67.3
2015,N_KH_04010101_01,KH24,F,,PT,KH24,63.6
2016,N_KH_04010101_01,KH24,F,,PT,KH24,66.0
2017,N_KH_04010101_01,KH24,F,,PT,KH24,62.1
2018,N_KH_04010101_01,KH24,F,,PT,KH24,62.7
2019,N_KH_04010101_01,KH24,F,,PT,KH24,60.2
2009,N_KH_04010101_01,KH24,M,,PT,KH24,72.6
2010,N_KH_04010101_01,KH24,M,,PT,KH24,76.3
2011,N_KH_04010101_01,KH24,M,,PT,KH24,60.0
2012,N_KH_04010101_01,KH24,M,,PT,KH24,65.4
2013,N_KH_04010101_01,KH24,M,,PT,KH24,67.3
2014,N_KH_04010101_01,KH24,M,,PT,KH24,64.4
2015,N_KH_04010101_01,KH24,M,,PT,KH24,58.1
2016,N_KH_04010101_01,KH24,M,,PT,KH24,53.7
2017,N_KH_04010101_01,KH24,M,,PT,KH24,52.0
2018,N_KH_04010101_01,KH24,M,,PT,KH24,52.5
2019,N_KH_04010101_01,KH24,M,,PT,KH24,56.9
2009,N_KH_04010101_01,KH24,,,PT,KH24,72.7
2010,N_KH_04010101_01,KH24,,,PT,KH24,75.5
2011,N_KH_04010101_01,KH24,,,PT,KH24,61.7
2012,N_KH_04010101_01,KH24,,,PT,KH24,65.2
2013,N_KH_04010101_01,KH24,,,PT,KH24,66.3
2014,N_KH_04010101_01,KH24,,,PT,KH24,65.8
2015,N_KH_04010101_01,KH24,,,PT,KH24,60.8
2016,N_KH_04010101_01,KH24,,,PT,KH24,59.6
2017,N_KH_04010101_01,KH24,,,PT,KH24,56.9
2018,N_KH_04010101_01,KH24,,,PT,KH24,57.4
2019,N_KH_04010101_01,KH24,,,PT,KH24,58.5
2009,N_KH_04010101_01,KH12,F,,PT,KH12,83.3
2010,N_KH_04010101_01,KH12,F,,PT,KH12,80.0
2011,N_KH_04010101_01,KH12,F,,PT,KH12,98.2
2012,N_KH_04010101_01,KH12,F,,PT,KH12,85.2
2013,N_KH_04010101_01,KH12,F,,PT,KH12,85.0
2014,N_KH_04010101_01,KH12,F,,PT,KH12,83.4
2015,N_KH_04010101_01,KH12,F,,PT,KH12,81.9
2016,N_KH_04010101_01,KH12,F,,PT,KH12,80.4
2017,N_KH_04010101_01,KH12,F,,PT,KH12,78.8
2018,N_KH_04010101_01,KH12,F,,PT,KH12,84.7
2019,N_KH_04010101_01,KH12,F,,PT,KH12,86.1
2009,N_KH_04010101_01,KH12,M,,PT,KH12,81.6
2010,N_KH_04010101_01,KH12,M,,PT,KH12,88.8
2011,N_KH_04010101_01,KH12,M,,PT,KH12,95.7
2012,N_KH_04010101_01,KH12,M,,PT,KH12,84.1
2013,N_KH_04010101_01,KH12,M,,PT,KH12,81.1
2014,N_KH_04010101_01,KH12,M,,PT,KH12,77.3
2015,N_KH_04010101_01,KH12,M,,PT,KH12,75.2
2016,N_KH_04010101_01,KH12,M,,PT,KH12,73.5
2017,N_KH_04010101_01,KH12,M,,PT,KH12,70.9
2018,N_KH_04010101_01,KH12,M,,PT,KH12,75.7
2019,N_KH_04010101_01,KH12,M,,PT,KH12,77.5
2009,N_KH_04010101_01,KH12,,,PT,KH12,82.4
2010,N_KH_04010101_01,KH12,,,PT,KH12,84.3
2011,N_KH_04010101_01,KH12,,,PT,KH12,96.9
2012,N_KH_04010101_01,KH12,,,PT,KH12,84.6
2013,N_KH_04010101_01,KH12,,,PT,KH12,73.0
2014,N_KH_04010101_01,KH12,,,PT,KH12,80.2
2015,N_KH_04010101_01,KH12,,,PT,KH12,78.4
2016,N_KH_04010101_01,KH12,,,PT,KH12,76.8
2017,N_KH_04010101_01,KH12,,,PT,KH12,74.6
2018,N_KH_04010101_01,KH12,,,PT,KH12,79.9
2019,N_KH_04010101_01,KH12,,,PT,KH12,81.6
2009,N_KH_04010101_01,KH18,F,,PT,KH18,70.4
2010,N_KH_04010101_01,KH18,F,,PT,KH18,76.2
2011,N_KH_04010101_01,KH18,F,,PT,KH18,80.1
2012,N_KH_04010101_01,KH18,F,,PT,KH18,95.0
2013,N_KH_04010101_01,KH18,F,,PT,KH18,70.7
2014,N_KH_04010101_01,KH18,F,,PT,KH18,68.5
2015,N_KH_04010101_01,KH18,F,,PT,KH18,72.7
2016,N_KH_04010101_01,KH18,F,,PT,KH18,69.5
2017,N_KH_04010101_01,KH18,F,,PT,KH18,71.4
2018,N_KH_04010101_01,KH18,F,,PT,KH18,69.9
2019,N_KH_04010101_01,KH18,F,,PT,KH18,68.8
2009,N_KH_04010101_01,KH18,M,,PT,KH18,73.8
2010,N_KH_04010101_01,KH18,M,,PT,KH18,79.7
2011,N_KH_04010101_01,KH18,M,,PT,KH18,79.8
2012,N_KH_04010101_01,KH18,M,,PT,KH18,52.8
2013,N_KH_04010101_01,KH18,M,,PT,KH18,74.3
2014,N_KH_04010101_01,KH18,M,,PT,KH18,64.2
2015,N_KH_04010101_01,KH18,M,,PT,KH18,70.6
2016,N_KH_04010101_01,KH18,M,,PT,KH18,67.4
2017,N_KH_04010101_01,KH18,M,,PT,KH18,65.1
2018,N_KH_04010101_01,KH18,M,,PT,KH18,65.9
2019,N_KH_04010101_01,KH18,M,,PT,KH18,62.9
2009,N_KH_04010101_01,KH18,,,PT,KH18,72.2
2010,N_KH_04010101_01,KH18,,,PT,KH18,78.0
2011,N_KH_04010101_01,KH18,,,PT,KH18,80.0
2012,N_KH_04010101_01,KH18,,,PT,KH18,73.3
2013,N_KH_04010101_01,KH18,,,PT,KH18,72.6
2014,N_KH_04010101_01,KH18,,,PT,KH18,66.3
2015,N_KH_04010101_01,KH18,,,PT,KH18,71.6
2016,N_KH_04010101_01,KH18,,,PT,KH18,68.4
2017,N_KH_04010101_01,KH18,,,PT,KH18,68.2
2018,N_KH_04010101_01,KH18,,,PT,KH18,67.9
2019,N_KH_04010101_01,KH18,,,PT,KH18,65.8
2009,N_KH_04010101_01,KH13,F,,PT,KH13,77.3
2010,N_KH_04010101_01,KH13,F,,PT,KH13,78.7
2011,N_KH_04010101_01,KH13,F,,PT,KH13,89.3
2012,N_KH_04010101_01,KH13,F,,PT,KH13,77.5
2013,N_KH_04010101_01,KH13,F,,PT,KH13,84.9
2014,N_KH_04010101_01,KH13,F,,PT,KH13,91.5
2015,N_KH_04010101_01,KH13,F,,PT,KH13,97.7
2016,N_KH_04010101_01,KH13,F,,PT,KH13,93.1
2017,N_KH_04010101_01,KH13,F,,PT,KH13,96.7
2018,N_KH_04010101_01,KH13,F,,PT,KH13,96.4
2019,N_KH_04010101_01,KH13,F,,PT,KH13,94.8
2009,N_KH_04010101_01,KH13,M,,PT,KH13,69.8
2010,N_KH_04010101_01,KH13,M,,PT,KH13,98.0
2011,N_KH_04010101_01,KH13,M,,PT,KH13,82.8
2012,N_KH_04010101_01,KH13,M,,PT,KH13,84.5
2013,N_KH_04010101_01,KH13,M,,PT,KH13,74.5
2014,N_KH_04010101_01,KH13,M,,PT,KH13,75.5
2015,N_KH_04010101_01,KH13,M,,PT,KH13,77.2
2016,N_KH_04010101_01,KH13,M,,PT,KH13,79.3
2017,N_KH_04010101_01,KH13,M,,PT,KH13,77.5
2018,N_KH_04010101_01,KH13,M,,PT,KH13,82.7
2019,N_KH_04010101_01,KH13,M,,PT,KH13,80.4
2009,N_KH_04010101_01,KH13,,,PT,KH13,73.5
2010,N_KH_04010101_01,KH13,,,PT,KH13,86.9
2011,N_KH_04010101_01,KH13,,,PT,KH13,86.0
2012,N_KH_04010101_01,KH13,,,PT,KH13,81.0
2013,N_KH_04010101_01,KH13,,,PT,KH13,79.6
2014,N_KH_04010101_01,KH13,,,PT,KH13,83.4
2015,N_KH_04010101_01,KH13,,,PT,KH13,87.2
2016,N_KH_04010101_01,KH13,,,PT,KH13,86.0
2017,N_KH_04010101_01,KH13,,,PT,KH13,86.9
2018,N_KH_04010101_01,KH13,,,PT,KH13,89.4
2019,N_KH_04010101_01,KH13,,,PT,KH13,87.4
2009,N_KH_04010101_01,KH14,F,,PT,KH14,87.5
2010,N_KH_04010101_01,KH14,F,,PT,KH14,82.1
2011,N_KH_04010101_01,KH14,F,,PT,KH14,94.5
2012,N_KH_04010101_01,KH14,F,,PT,KH14,93.0
2013,N_KH_04010101_01,KH14,F,,PT,KH14,93.3
2014,N_KH_04010101_01,KH14,F,,PT,KH14,94.2
2015,N_KH_04010101_01,KH14,F,,PT,KH14,90.2
2016,N_KH_04010101_01,KH14,F,,PT,KH14,88.7
2017,N_KH_04010101_01,KH14,F,,PT,KH14,88.3
2018,N_KH_04010101_01,KH14,F,,PT,KH14,90.0
2019,N_KH_04010101_01,KH14,F,,PT,KH14,94.8
2009,N_KH_04010101_01,KH14,M,,PT,KH14,87.9
2010,N_KH_04010101_01,KH14,M,,PT,KH14,88.1
2011,N_KH_04010101_01,KH14,M,,PT,KH14,97.4
2012,N_KH_04010101_01,KH14,M,,PT,KH14,94.2
2013,N_KH_04010101_01,KH14,M,,PT,KH14,96.1
2014,N_KH_04010101_01,KH14,M,,PT,KH14,90.4
2015,N_KH_04010101_01,KH14,M,,PT,KH14,88.0
2016,N_KH_04010101_01,KH14,M,,PT,KH14,88.1
2017,N_KH_04010101_01,KH14,M,,PT,KH14,84.7
2018,N_KH_04010101_01,KH14,M,,PT,KH14,87.8
2019,N_KH_04010101_01,KH14,M,,PT,KH14,91.3
2009,N_KH_04010101_01,KH14,,,PT,KH14,87.7
2010,N_KH_04010101_01,KH14,,,PT,KH14,85.2
2011,N_KH_04010101_01,KH14,,,PT,KH14,96.0
2012,N_KH_04010101_01,KH14,,,PT,KH14,93.6
2013,N_KH_04010101_01,KH14,,,PT,KH14,94.7
2014,N_KH_04010101_01,KH14,,,PT,KH14,92.2
2015,N_KH_04010101_01,KH14,,,PT,KH14,89.0
2016,N_KH_04010101_01,KH14,,,PT,KH14,88.4
2017,N_KH_04010101_01,KH14,,,PT,KH14,86.4
2018,N_KH_04010101_01,KH14,,,PT,KH14,88.9
2019,N_KH_04010101_01,KH14,,,PT,KH14,93.0
2009,N_KH_04010101_01,KH15,F,,PT,KH15,76.4
2010,N_KH_04010101_01,KH15,F,,PT,KH15,83.7
2011,N_KH_04010101_01,KH15,F,,PT,KH15,81.9
2012,N_KH_04010101_01,KH15,F,,PT,KH15,80.0
2013,N_KH_04010101_01,KH15,F,,PT,KH15,83.7
2014,N_KH_04010101_01,KH15,F,,PT,KH15,84.4
2015,N_KH_04010101_01,KH15,F,,PT,KH15,82.2
2016,N_KH_04010101_01,KH15,F,,PT,KH15,84.0
2017,N_KH_04010101_01,KH15,F,,PT,KH15,87.6
2018,N_KH_04010101_01,KH15,F,,PT,KH15,91.2
2019,N_KH_04010101_01,KH15,F,,PT,KH15,91.1
2009,N_KH_04010101_01,KH15,M,,PT,KH15,72.8
2010,N_KH_04010101_01,KH15,M,,PT,KH15,84.6
2011,N_KH_04010101_01,KH15,M,,PT,KH15,76.4
2012,N_KH_04010101_01,KH15,M,,PT,KH15,82.4
2013,N_KH_04010101_01,KH15,M,,PT,KH15,81.9
2014,N_KH_04010101_01,KH15,M,,PT,KH15,75.8
2015,N_KH_04010101_01,KH15,M,,PT,KH15,72.4
2016,N_KH_04010101_01,KH15,M,,PT,KH15,74.4
2017,N_KH_04010101_01,KH15,M,,PT,KH15,76.0
2018,N_KH_04010101_01,KH15,M,,PT,KH15,83.0
2019,N_KH_04010101_01,KH15,M,,PT,KH15,78.3
2009,N_KH_04010101_01,KH15,,,PT,KH15,74.6
2010,N_KH_04010101_01,KH15,,,PT,KH15,84.2
2011,N_KH_04010101_01,KH15,,,PT,KH15,79.1
2012,N_KH_04010101_01,KH15,,,PT,KH15,81.2
2013,N_KH_04010101_01,KH15,,,PT,KH15,82.8
2014,N_KH_04010101_01,KH15,,,PT,KH15,80.0
2015,N_KH_04010101_01,KH15,,,PT,KH15,77.1
2016,N_KH_04010101_01,KH15,,,PT,KH15,79.0
2017,N_KH_04010101_01,KH15,,,PT,KH15,81.6
2018,N_KH_04010101_01,KH15,,,PT,KH15,86.9
2019,N_KH_04010101_01,KH15,,,PT,KH15,84.5
2009,N_KH_04010101_01,KH16,F,,PT,KH16,37.2
2010,N_KH_04010101_01,KH16,F,,PT,KH16,38.1
2011,N_KH_04010101_01,KH16,F,,PT,KH16,50.4
2012,N_KH_04010101_01,KH16,F,,PT,KH16,52.2
2013,N_KH_04010101_01,KH16,F,,PT,KH16,63.9
2014,N_KH_04010101_01,KH16,F,,PT,KH16,61.2
2015,N_KH_04010101_01,KH16,F,,PT,KH16,64.2
2016,N_KH_04010101_01,KH16,F,,PT,KH16,71.9
2017,N_KH_04010101_01,KH16,F,,PT,KH16,78.6
2018,N_KH_04010101_01,KH16,F,,PT,KH16,86.7
2019,N_KH_04010101_01,KH16,F,,PT,KH16,94.0
2009,N_KH_04010101_01,KH16,M,,PT,KH16,47.9
2010,N_KH_04010101_01,KH16,M,,PT,KH16,55.8
2011,N_KH_04010101_01,KH16,M,,PT,KH16,64.5
2012,N_KH_04010101_01,KH16,M,,PT,KH16,67.1
2013,N_KH_04010101_01,KH16,M,,PT,KH16,71.0
2014,N_KH_04010101_01,KH16,M,,PT,KH16,63.3
2015,N_KH_04010101_01,KH16,M,,PT,KH16,65.3
2016,N_KH_04010101_01,KH16,M,,PT,KH16,68.1
2017,N_KH_04010101_01,KH16,M,,PT,KH16,79.8
2018,N_KH_04010101_01,KH16,M,,PT,KH16,79.7
2019,N_KH_04010101_01,KH16,M,,PT,KH16,85.7
2009,N_KH_04010101_01,KH16,,,PT,KH16,42.8
2010,N_KH_04010101_01,KH16,,,PT,KH16,46.7
2011,N_KH_04010101_01,KH16,,,PT,KH16,57.6
2012,N_KH_04010101_01,KH16,,,PT,KH16,59.9
2013,N_KH_04010101_01,KH16,,,PT,KH16,67.6
2014,N_KH_04010101_01,KH16,,,PT,KH16,62.3
2015,N_KH_04010101_01,KH16,,,PT,KH16,64.8
2016,N_KH_04010101_01,KH16,,,PT,KH16,70.0
2017,N_KH_04010101_01,KH16,,,PT,KH16,79.2
2018,N_KH_04010101_01,KH16,,,PT,KH16,83.1
2019,N_KH_04010101_01,KH16,,,PT,KH16,89.7
2009,N_KH_04010101_01,KH17,F,,PT,KH17,84.4
2010,N_KH_04010101_01,KH17,F,,PT,KH17,93.0
2011,N_KH_04010101_01,KH17,F,,PT,KH17,95.2
2012,N_KH_04010101_01,KH17,F,,PT,KH17,92.0
2013,N_KH_04010101_01,KH17,F,,PT,KH17,99.4
2014,N_KH_04010101_01,KH17,F,,PT,KH17,88.3
2015,N_KH_04010101_01,KH17,F,,PT,KH17,86.5
2016,N_KH_04010101_01,KH17,F,,PT,KH17,87.6
2017,N_KH_04010101_01,KH17,F,,PT,KH17,86.8
2018,N_KH_04010101_01,KH17,F,,PT,KH17,89.9
2019,N_KH_04010101_01,KH17,F,,PT,KH17,95.0
2009,N_KH_04010101_01,KH17,M,,PT,KH17,79.2
2010,N_KH_04010101_01,KH17,M,,PT,KH17,84.9
2011,N_KH_04010101_01,KH17,M,,PT,KH17,87.7
2012,N_KH_04010101_01,KH17,M,,PT,KH17,85.0
2013,N_KH_04010101_01,KH17,M,,PT,KH17,86.2
2014,N_KH_04010101_01,KH17,M,,PT,KH17,75.3
2015,N_KH_04010101_01,KH17,M,,PT,KH17,73.3
2016,N_KH_04010101_01,KH17,M,,PT,KH17,74.5
2017,N_KH_04010101_01,KH17,M,,PT,KH17,75.6
2018,N_KH_04010101_01,KH17,M,,PT,KH17,77.8
2019,N_KH_04010101_01,KH17,M,,PT,KH17,81.3
2009,N_KH_04010101_01,KH17,,,PT,KH17,81.7
2010,N_KH_04010101_01,KH17,,,PT,KH17,88.9
2011,N_KH_04010101_01,KH17,,,PT,KH17,91.3
2012,N_KH_04010101_01,KH17,,,PT,KH17,88.4
2013,N_KH_04010101_01,KH17,,,PT,KH17,92.6
2014,N_KH_04010101_01,KH17,,,PT,KH17,81.6
2015,N_KH_04010101_01,KH17,,,PT,KH17,79.7
2016,N_KH_04010101_01,KH17,,,PT,KH17,80.8
2017,N_KH_04010101_01,KH17,,,PT,KH17,81.0
2018,N_KH_04010101_01,KH17,,,PT,KH17,83.6
2019,N_KH_04010101_01,KH17,,,PT,KH17,87.9
2009,N_KH_04010101_01,KH19,F,,PT,KH19,72.7
2010,N_KH_04010101_01,KH19,F,,PT,KH19,77.1
2011,N_KH_04010101_01,KH19,F,,PT,KH19,62.5
2012,N_KH_04010101_01,KH19,F,,PT,KH19,63.0
2013,N_KH_04010101_01,KH19,F,,PT,KH19,63.0
2014,N_KH_04010101_01,KH19,F,,PT,KH19,69.7
2015,N_KH_04010101_01,KH19,F,,PT,KH19,67.9
2016,N_KH_04010101_01,KH19,F,,PT,KH19,78.0
2017,N_KH_04010101_01,KH19,F,,PT,KH19,76.4
2018,N_KH_04010101_01,KH19,F,,PT,KH19,80.8
2019,N_KH_04010101_01,KH19,F,,PT,KH19,88.3
2009,N_KH_04010101_01,KH19,M,,PT,KH19,58.8
2010,N_KH_04010101_01,KH19,M,,PT,KH19,70.3
2011,N_KH_04010101_01,KH19,M,,PT,KH19,60.4
2012,N_KH_04010101_01,KH19,M,,PT,KH19,57.3
2013,N_KH_04010101_01,KH19,M,,PT,KH19,56.2
2014,N_KH_04010101_01,KH19,M,,PT,KH19,65.5
2015,N_KH_04010101_01,KH19,M,,PT,KH19,60.3
2016,N_KH_04010101_01,KH19,M,,PT,KH19,65.3
2017,N_KH_04010101_01,KH19,M,,PT,KH19,62.8
2018,N_KH_04010101_01,KH19,M,,PT,KH19,72.7
2019,N_KH_04010101_01,KH19,M,,PT,KH19,80.1
2009,N_KH_04010101_01,KH19,,,PT,KH19,65.7
2010,N_KH_04010101_01,KH19,,,PT,KH19,73.7
2011,N_KH_04010101_01,KH19,,,PT,KH19,61.4
2012,N_KH_04010101_01,KH19,,,PT,KH19,60.1
2013,N_KH_04010101_01,KH19,,,PT,KH19,59.6
2014,N_KH_04010101_01,KH19,,,PT,KH19,67.5
2015,N_KH_04010101_01,KH19,,,PT,KH19,64.0
2016,N_KH_04010101_01,KH19,,,PT,KH19,71.5
2017,N_KH_04010101_01,KH19,,,PT,KH19,69.5
2018,N_KH_04010101_01,KH19,,,PT,KH19,76.6
2019,N_KH_04010101_01,KH19,,,PT,KH19,84.1
2009,N_KH_04010101_01,KH20,F,,PT,KH20,96.9
2010,N_KH_04010101_01,KH20,F,,PT,KH20,95.3
2011,N_KH_04010101_01,KH20,F,,PT,KH20,96.2
2012,N_KH_04010101_01,KH20,F,,PT,KH20,96.0
2013,N_KH_04010101_01,KH20,F,,PT,KH20,99.3
2014,N_KH_04010101_01,KH20,F,,PT,KH20,94.4
2015,N_KH_04010101_01,KH20,F,,PT,KH20,95.4
2016,N_KH_04010101_01,KH20,F,,PT,KH20,91.8
2017,N_KH_04010101_01,KH20,F,,PT,KH20,95.0
2018,N_KH_04010101_01,KH20,F,,PT,KH20,96.3
2019,N_KH_04010101_01,KH20,F,,PT,KH20,100.8
2009,N_KH_04010101_01,KH20,M,,PT,KH20,98.7
2010,N_KH_04010101_01,KH20,M,,PT,KH20,93.6
2011,N_KH_04010101_01,KH20,M,,PT,KH20,104.4
2012,N_KH_04010101_01,KH20,M,,PT,KH20,109.2
2013,N_KH_04010101_01,KH20,M,,PT,KH20,101.2
2014,N_KH_04010101_01,KH20,M,,PT,KH20,99.8
2015,N_KH_04010101_01,KH20,M,,PT,KH20,94.5
2016,N_KH_04010101_01,KH20,M,,PT,KH20,90.2
2017,N_KH_04010101_01,KH20,M,,PT,KH20,89.3
2018,N_KH_04010101_01,KH20,M,,PT,KH20,92.8
2019,N_KH_04010101_01,KH20,M,,PT,KH20,95.2
